,zona,quartos,area,preco
33,oeste,,105,2500
34,oeste,4,300,6000
35,oeste,4,412,35000
36,oeste,2,80,1650
37,oeste,3,300,15000
38,oeste,,148,8197
39,oeste,,339,10000
40,oeste,1,45,1300
41,oeste,3,190,4200
42,oeste,,145,3500
43,oeste,3,160,3800
44,oeste,5,238,6000
45,oeste,,180,3500
46,oeste,,396,39000
47,oeste,4,307,10000
0,oeste,3,230,8000
1,oeste,,361,15000
2,oeste,3,178,4500
3,oeste,5,200,3500
4,oeste,4,520,7000
5,oeste,5,200,4000
6,oeste,4,390,8100
7,oeste,3,420,13000
8,oeste,4,420,4700
9,oeste,1,32,700
10,oeste,3,500,2500
11,oeste,4,390,9000
12,oeste,2,80,1550
13,oeste,2,100,2200
14,oeste,3,252,3000
15,oeste,4,600,10000
16,oeste,,606,28000
17,oeste,4,192,6000
18,oeste,,527,8000
19,oeste,3,225,3500
20,oeste,,,1400
21,oeste,3,190,5200
22,oeste,3,100,2500
23,oeste,5,490,10000
24,oeste,3,293,8500
25,oeste,4,310,4000
26,oeste,2,140,2800
27,oeste,4,130,3200
28,oeste,4,600,16000
29,oeste,3,300,12000
30,oeste,4,376,10000
31,oeste,5,390,15000
32,oeste,,,3500
33,oeste,3,150,3900
34,oeste,5,400,10000
35,oeste,3,170,3600
36,oeste,3,200,3500
37,oeste,,203,4000
38,oeste,3,600,20000
39,oeste,3,240,5500
40,oeste,3,150,4500
41,oeste,3,40,2500
42,oeste,3,192,6000
43,oeste,3,200,4000
44,oeste,4,200,5500
45,oeste,4,400,20000
46,oeste,,190,5000
47,oeste,1,150,3600
0,oeste,3,100,1423
1,oeste,2,180,4500
2,oeste,4,500,20000
3,oeste,3,150,4600
4,oeste,6,740,8000
5,oeste,3,422,4485
6,oeste,4,340,9900
7,oeste,2,66,1300
8,oeste,5,170,8500
9,oeste,,160,3900
10,oeste,3,140,5000
11,oeste,3,180,3400
12,oeste,,396,39000
13,oeste,4,605,14000
14,oeste,4,380,14000
15,oeste,4,415,5000
16,oeste,,450,14000
17,oeste,4,250,9000
18,oeste,3,250,6000
19,oeste,,300,25000
20,oeste,3,161,1500
21,oeste,3,156,2750
22,oeste,2,70,3000
23,oeste,3,200,2500
24,oeste,3,150,3950
25,oeste,3,120,3400
26,oeste,4,450,6000
27,oeste,3,350,7000
28,oeste,3,250,4700
29,oeste,,397,39000
30,oeste,,210,4000
31,oeste,3,150,3900
32,oeste,,3250,20000
33,oeste,3,250,3000
34,oeste,2,200,3200
35,oeste,3,165,3700
36,oeste,5,300,5000
37,oeste,4,420,14000
38,oeste,5,470,15000
39,oeste,4,297,15500
40,oeste,4,297,15500
41,oeste,3,350,6000
42,oeste,3,187,2000
43,oeste,3,180,3600
44,oeste,3,300,13500
45,oeste,5,650,15000
46,oeste,3,270,13000
47,oeste,3,245,5000
0,oeste,5,302,4500
1,oeste,4,297,15500
2,oeste,,30,1250
3,oeste,4,320,18500
4,oeste,6,300,6000
5,oeste,4,320,17500
6,oeste,3,150,4500
7,oeste,,496,18000
8,oeste,,800,20000
9,oeste,2,150,3850
10,oeste,3,110,2500
11,oeste,4,172,7000
12,oeste,7,420,7800
13,oeste,3,300,4000
14,oeste,3,750,20000
15,oeste,4,600,18000
16,oeste,4,590,10000
17,oeste,,266,6800
18,oeste,,300,20000
19,oeste,4,20,4500
20,oeste,2,80,1550
21,oeste,2,100,2350
22,oeste,2,140,3000
23,oeste,2,300,4600
24,oeste,1,30,700
25,oeste,3,260,11000
26,oeste,10,281,13000
27,oeste,5,398,30000
28,oeste,3,60,1100
29,oeste,5,440,10000
30,oeste,3,452,19000
31,oeste,3,250,6000
32,oeste,1,30,750
33,oeste,3,150,3500
34,oeste,,720,15000
35,oeste,2,190,12000
36,oeste,3,100,4500
37,oeste,5,360,12000
38,oeste,3,350,5500
39,oeste,4,625,7500
40,oeste,1,120,3500
41,oeste,3,350,10000
42,oeste,4,400,10000
43,oeste,4,297,15500
44,oeste,3,411,19800
45,oeste,,94,7500
46,oeste,2,330,3500
47,oeste,3,310,16000
0,oeste,,300,22000
1,oeste,4,200,4500
2,oeste,4,220,7000
3,oeste,,310,12000
4,oeste,,276,9000
5,oeste,4,512,15500
6,oeste,5,120,6000
7,oeste,2,190,12500
8,oeste,2,190,12500
9,oeste,,380,14000
10,oeste,,720,21000
11,oeste,4,500,5500
12,oeste,2,120,3600
13,oeste,3,250,3200
14,oeste,2,60,1500
15,oeste,3,110,3500
16,oeste,3,140,7000
17,oeste,,150,4000
18,oeste,4,402,12000
19,oeste,2,250,25000
20,oeste,,250,6000
21,oeste,5,250,10000
22,oeste,4,350,8000
23,oeste,1,35,800
24,oeste,4,200,3000
25,oeste,2,130,2700
26,oeste,3,130,2300
27,oeste,2,350,10000
28,oeste,,150,4000
29,oeste,5,527,20000
30,oeste,3,140,3300
31,oeste,,100,5500
32,oeste,3,148,3200
33,oeste,,230,15000
34,oeste,2,60,3500
35,oeste,3,230,5000
36,oeste,,331,12500
37,oeste,1,50,800
38,oeste,2,80,1500
39,oeste,2,180,4500
40,oeste,3,250,4500
41,oeste,3,170,10000
42,oeste,3,150,3200
43,oeste,2,189,4200
44,oeste,3,237,12000
45,oeste,,74,6000
46,oeste,3,180,5500
47,oeste,2,60,1350
0,oeste,3,108,4500
1,oeste,,300,22000
2,oeste,,200,13000
3,oeste,1,60,1600
4,oeste,5,900,23000
5,oeste,4,391,5000
6,oeste,4,180,8000
7,oeste,4,488,10000
8,oeste,2,200,2800
9,oeste,5,238,8000
10,oeste,4,470,15000
11,oeste,2,98,2890
12,oeste,4,755,35000
13,oeste,4,450,15000
14,oeste,4,495,8000
15,oeste,4,300,5000
16,oeste,2,125,2000
17,oeste,,74,6000
18,oeste,,180,6500
19,oeste,3,300,2916
20,oeste,,180,6500
21,oeste,,74,6000
22,oeste,3,150,4000
23,oeste,3,350,3500
24,oeste,3,125,4100
25,oeste,5,550,8000
26,oeste,3,153,2600
27,oeste,2,110,1990
28,oeste,4,400,8000
29,oeste,3,240,4800
30,oeste,2,100,4300
31,oeste,1,110,4500
32,oeste,,,2000
33,oeste,4,336,8300
34,oeste,4,120,8500
35,oeste,4,400,9000
36,oeste,2,220,10000
37,oeste,5,400,16000
38,oeste,2,110,2500
39,oeste,5,430,5500
40,oeste,3,160,3500
41,oeste,,190,7000
42,oeste,2,80,4000
43,oeste,2,80,4000
44,oeste,4,483,17000
45,oeste,,375,18000
46,oeste,3,108,4500
47,oeste,1,200,9500
0,oeste,2,59,8500
1,oeste,4,311,4300
2,oeste,1,320,11000
3,oeste,2,120,2266
4,oeste,5,250,7200
5,oeste,2,150,3200
6,oeste,4,200,3400
7,oeste,3,380,5000
8,oeste,3,180,3900
9,oeste,4,490,9000
10,oeste,3,800,15000
11,oeste,4,500,3980
12,oeste,3,120,2500
13,oeste,2,87,1200
14,oeste,2,87,1200
15,oeste,1,36,1200
16,oeste,4,380,7000
17,oeste,3,170,3200
18,oeste,3,140,4500
19,oeste,4,250,4000
20,oeste,3,200,3000
21,oeste,2,150,7500
22,oeste,3,56,8000
23,oeste,4,210,7000
24,oeste,2,251,8000
25,oeste,2,180,4000
26,oeste,5,405,6000
27,oeste,3,280,8000
28,oeste,4,230,9216
29,oeste,12,400,10000
30,oeste,4,230,7516
31,oeste,2,250,450000
32,oeste,1,268,6000
33,oeste,4,250,11000
34,oeste,,173,14000
35,oeste,2,230,3500
36,oeste,3,126,3450
37,oeste,3,450,2300000
38,oeste,,,495000
39,oeste,03,150,2250
40,oeste,4,329,7000
41,oeste,2,71,1650
42,oeste,2,150,2900
43,oeste,3,123,2000
44,oeste,3,180,5000
45,oeste,4,250,2800
46,oeste,,168,8000
47,oeste,3,178,2450
0,oeste,5,600,8500
1,oeste,4,320,3000
2,oeste,4,360,4200
3,oeste,1,180,7000
4,oeste,2,130,4000
5,oeste,4,190,3300
6,oeste,3,220,3800
7,oeste,3,150,3800
8,oeste,4,500,25000
9,oeste,4,480,20000
10,oeste,4,254,10500
11,oeste,3,300,12000
12,oeste,4,220,4300
13,oeste,2,240,4500
14,oeste,4,1400,65000
15,oeste,3,442,35000
16,oeste,4,900,65000
17,oeste,4,400,20000
18,oeste,,360,3800
19,oeste,3,180,4000
20,oeste,10,120,15000
21,oeste,2,115,3500
22,oeste,3,211,6500
23,oeste,4,250,15000
24,oeste,6,200,7500
25,oeste,4,260,9400
26,oeste,2,57,6000
27,oeste,7,632,12500
28,oeste,,70,3500
29,oeste,1,45,950
30,oeste,2,80,4000
31,oeste,2,120,4000
32,oeste,5,1700,78900
33,oeste,3,150,3500
34,oeste,2,280,6500
35,oeste,4,294,3900
36,oeste,3,250,3300
37,oeste,3,200,4000
38,oeste,3,183,3600
39,oeste,3,300,7000
40,oeste,1,80,4200
41,oeste,4,450,8490
42,oeste,3,380,12000
43,oeste,,180,10000
44,oeste,2,223,6000
45,oeste,1,400,16000
46,oeste,2,127,4300
47,oeste,,340,20000
0,oeste,2,130,5500
1,oeste,4,297,15500
2,oeste,3,290,5500
3,oeste,10,350,8000
4,oeste,4,362,23000
5,oeste,1,300,22000
6,oeste,,278,15000
7,oeste,2,451,12000
8,oeste,3,774,30000
9,oeste,4,1643,30000
10,oeste,1,75,7000
11,oeste,4,297,15500
12,oeste,3,200,6200
13,oeste,5,1000,50000
14,oeste,5,300,15000
15,oeste,4,230,7000
16,oeste,3,203,11000
17,oeste,11,188,13000
18,oeste,3,194,10000
19,oeste,4,530,7000
20,oeste,4,754,35000
21,oeste,4,671,18000
22,oeste,3,400,17000
23,oeste,4,280,6000
24,oeste,3,340,8000
25,oeste,5,1000,30000
26,oeste,4,220,8000
27,oeste,3,230,9000
28,oeste,3,200,4000
29,oeste,4,392,35000
30,oeste,3,289,10000
31,oeste,4,260,6000
32,oeste,4,250,5800
33,oeste,4,200,10500
34,oeste,1,40,1350
35,oeste,,266,6800
36,oeste,1,150,2600
37,oeste,3,250,7000
38,oeste,3,785,22000
39,oeste,5,200,8500
40,oeste,2,92,4500
41,oeste,2,200,3000
42,oeste,4,297,15500
43,oeste,3,145,4500
44,oeste,2,174,7000
45,oeste,3,123,2000
46,oeste,2,189,4200
47,oeste,4,432,10000
0,oeste,3,400,7950
1,oeste,2,260,6000
2,oeste,4,600,11950
3,oeste,1,300,15000
4,oeste,3,200,3900
5,oeste,4,400,15000
6,oeste,4,334,8500
7,oeste,5,350,7000
8,oeste,4,478,9000
9,oeste,2,150,4500
10,oeste,5,400,8000
11,oeste,,74,6000
12,oeste,3,150,4500
13,oeste,4,186,8000
14,oeste,3,440,35000
15,oeste,4,297,17000
16,oeste,3,300,5500
17,oeste,4,500,25000
18,oeste,4,350,12000
19,oeste,4,400,18000
20,oeste,2,180,3500
21,oeste,4,500,10000
22,oeste,4,297,15500
23,oeste,4,260,6200
24,oeste,3,350,12000
25,oeste,,57,6000
26,oeste,1,45,700
27,oeste,4,170,8000
28,oeste,4,347,8000
29,oeste,1,105,2500
30,oeste,,190,12000
31,oeste,4,580,25000
32,oeste,,186,6000
33,oeste,2,100,2400
34,oeste,1,359,23000
35,oeste,3,190,6500
36,oeste,,331,14000
37,oeste,,190,29000
38,oeste,5,280,8300
39,oeste,,400,18000
40,oeste,,400,7000
41,oeste,6,240,8000
42,oeste,,180,3500
43,oeste,5,350,18000
44,oeste,3,240,13500
45,oeste,,396,39000
46,oeste,3,320,7000
47,oeste,3,631,8500
0,oeste,,500,20000
1,oeste,4,380,15000
2,oeste,3,250,15990
3,oeste,3,280,13000
4,oeste,1,1,31000
5,oeste,4,400,12000
6,oeste,1,300,8000
7,oeste,1,180,4117
8,oeste,3,149,6800
9,oeste,4,320,7000
10,oeste,5,190,11000
11,oeste,3,250,7000
12,oeste,,520,45000
13,oeste,3,195,19000
14,oeste,4,350,9000
15,oeste,5,700,25000
16,oeste,,425,50000
17,oeste,4,650,20000
18,oeste,3,250,7500
19,oeste,4,300,16000
20,oeste,4,297,15500
21,oeste,3,74,6000
22,oeste,4,370,15000
23,oeste,4,400,10000
24,oeste,3,350,15000
25,oeste,,300,19000
26,oeste,4,1643,30000
27,oeste,4,1643,30000
28,oeste,8,497,44800
29,oeste,3,200,3000
30,oeste,,410,8000
31,oeste,,150,19000
32,oeste,3,164,7000
33,oeste,3,310,16000
34,oeste,4,450,18000
35,oeste,3,550,10000
36,oeste,3,310,18000
37,oeste,,270,9000
38,oeste,4,260,6900
39,oeste,10,600,24000
40,oeste,3,300,8500
41,oeste,1,100,7500
42,oeste,3,320,9000
43,oeste,3,200,8000
44,oeste,4,400,13000
45,oeste,,300,6000
46,oeste,3,200,4200
47,oeste,3,432,14000
0,oeste,1,120,2500
1,oeste,3,182,10000
2,oeste,1,300,8000
3,oeste,4,680,25000
4,oeste,1,220,9000
5,oeste,5,450,7860
6,oeste,2,215,8000
7,oeste,4,200,7350
8,oeste,3,300,8800
9,oeste,3,240,6000
10,oeste,4,590,9000
11,oeste,4,500,13000
12,oeste,1,300,15000
13,oeste,,462,18000
14,oeste,3,110,6000
15,oeste,3,245,5000
16,oeste,4,450,15000
17,oeste,1,600,12000
18,oeste,2,200,6000
19,oeste,4,800,15000
20,oeste,3,500,25000
21,oeste,4,750,16000
22,oeste,2,140,4000
23,oeste,3,74,6000
24,oeste,4,450,18000
25,oeste,,240,6000
26,oeste,3,215,20000
27,oeste,3,190,13000
28,oeste,4,240,12000
29,oeste,3,300,12000
30,oeste,3,300,15000
31,oeste,2,60,1700
32,oeste,2,150,2000
33,oeste,3,90,1700
34,oeste,2,105,2000
35,oeste,02,200,2350
36,oeste,3,150,2800
37,oeste,1,15,1000
38,oeste,4,250,3700
39,oeste,2,70,1400
40,oeste,2,120,2600
41,oeste,,43,6000
42,oeste,,480,9000
43,oeste,3,300,10000
44,oeste,5,600,8000
45,oeste,2,70,2150
46,oeste,1,100,3000
47,oeste,,,4000
0,oeste,6,390,8500
1,oeste,2,150,4000
2,oeste,3,125,2750
3,oeste,3,220,5000
4,oeste,2,70,5000
5,oeste,,150,3999
6,oeste,,140,10000
7,oeste,,110,3000
8,oeste,02,200,2300
9,oeste,4,500,8000
10,oeste,1,40,900
11,oeste,2,140,2200
12,oeste,5,500,12500
13,oeste,4,200,4500
14,oeste,,396,39000
15,oeste,,183,11000
16,oeste,,90,3000
17,oeste,1,44,2750
18,oeste,,190,10000
19,oeste,2,220,7000
20,oeste,,186,12000
21,oeste,2,150,2500
22,oeste,1,40,1100
23,oeste,,180,12000
24,oeste,,840,40000
25,oeste,,186,11000
26,oeste,,350,7500
27,oeste,,104,4000
28,oeste,,,70000
29,oeste,,186,11000
30,oeste,4,500,14000
31,oeste,02,200,2400
32,oeste,,186,11000
33,oeste,,659,19000
34,oeste,,186,11000
35,oeste,5,150,2500
36,oeste,2,150,2200
37,oeste,3,370,7000
38,oeste,5,608,12000
39,oeste,4,220,15000
40,oeste,4,38500,14500
41,oeste,1,300,8000
42,oeste,,331,19000
43,oeste,2,400,13000
44,oeste,4,650,14000
45,oeste,3,250,5500
46,oeste,5,573,7000
47,oeste,1,30,650
0,oeste,,826,40000
1,oeste,1,50,1900
2,oeste,2,100,3000
3,oeste,2,200,4000
4,oeste,4,310,4800
5,oeste,,466,24000
6,oeste,3,250,3500
7,oeste,1,112,4000
8,oeste,3,185,4500
9,oeste,2,137,3800
10,oeste,2,160,3500
11,oeste,1,45,1000
12,oeste,2,87,1200
13,oeste,4,600,11000
14,oeste,3,300,11000
15,oeste,5,270,16000
16,oeste,,450,16000
17,oeste,2,90,2000
18,oeste,4,250,8000
19,oeste,,275,12000
20,oeste,4,370,7000
21,oeste,4,460,16000
22,oeste,4,186,11000
23,oeste,1,50,1000
24,oeste,2,60,1000
25,oeste,2,110,4900
26,oeste,,100,3500
27,oeste,3,147,4000
28,oeste,4,410,11000
29,oeste,,186,11000
30,oeste,5,186,11000
31,oeste,4,320,7500
32,oeste,5,500,30000
33,oeste,5,300,11000
34,oeste,4,210,6000
35,oeste,,250,8000
36,oeste,3,300,4000
37,oeste,5,436,7000
38,oeste,4,285,10000
39,oeste,,350,11500
40,oeste,3,100,3000
41,oeste,4,350,7900
42,oeste,,570,9000
43,oeste,2,95,7000
44,oeste,4,500,14000
45,oeste,4,355,8000
46,oeste,1,120,4500
47,oeste,4,500,10500
0,oeste,3,186,7000
1,oeste,2,186,11000
2,oeste,,186,7000
3,oeste,2,110,6000
4,oeste,4,300,9000
5,oeste,3,190,4200
6,oeste,2,156,2000
7,oeste,,100,3500
8,oeste,2,60,2000
9,oeste,2,70,1300
10,oeste,2,150,2200
11,oeste,2,150,5500
12,oeste,4,515,15000
13,oeste,1,70,1000
14,oeste,,70,3200
15,oeste,,90,5500
16,oeste,,350,10000
17,oeste,3,110,2000
18,oeste,3,100,2000
19,oeste,2,70,1300
20,oeste,4,500,3980
21,oeste,1,172,7500
22,oeste,3,140,3500
23,oeste,,230,4000
24,oeste,4,306,3800
25,oeste,1,400,25000
26,oeste,4,400,7000
27,oeste,4,500,18000
28,oeste,3,80,4200
29,oeste,3,300,5900
30,oeste,4,230,4700
31,oeste,3,240,8500
32,oeste,1,40,1440
33,oeste,4,460,20000
34,oeste,4,250,5150
35,oeste,4,355,13000
36,oeste,,130,3000
37,oeste,6,450,6500
38,oeste,3,350,7000
39,oeste,3,760,8000
40,oeste,,435,20000
41,oeste,1,74,6000
42,oeste,4,400,7000
43,oeste,3,300,8000
44,oeste,,198,5000
45,oeste,5,300,9500
46,oeste,,1200,70000
47,oeste,,350,12000
0,oeste,,85,4000
1,oeste,3,180,4000
2,oeste,3,500,9500
3,oeste,,250,12000
4,oeste,,250,12000
5,oeste,,260,9000
6,oeste,,331,12500
7,oeste,4,546,14000
8,oeste,,300,8000
9,oeste,,260,9000
10,oeste,,331,12500
11,oeste,8,220,6500
12,oeste,1,260,8000
13,oeste,4,280,8300
14,oeste,,150,4000
15,oeste,3,150,3000
16,oeste,,300,8500
17,oeste,1,40,1200
18,oeste,1,40,1000
19,oeste,,120,2200
20,oeste,1,38,919
21,oeste,2,40,1300
22,oeste,3,230,4500
23,oeste,3,360,10500
24,oeste,4,450,3500
25,oeste,3,250,2700
26,oeste,3,100,3000
27,oeste,3,350,2300
28,oeste,3,130,2600
29,oeste,4,90,3300
30,oeste,,700,13000
31,oeste,,798,12500
32,oeste,10,420,6990
33,oeste,1,50,1000
34,oeste,,631,18500
35,oeste,,318,18000
36,oeste,3,190,10500
37,oeste,3,250,7000
38,oeste,7,400,12000
39,oeste,3,160,3500
40,oeste,3,100,4000
41,oeste,1,196,6000
42,oeste,1,50,2300
43,oeste,2,45,3500
44,oeste,3,120,1630
45,oeste,,172,6000
46,oeste,,262,8000
47,oeste,2,250,10000
0,oeste,1,40,3750
1,oeste,2,270,4700
2,oeste,4,250,9000
3,oeste,3,150,3200
4,oeste,3,154,3500
5,oeste,,600,33000
6,oeste,5,300,6000
7,oeste,1,400,26000
8,oeste,4,200,16000
9,oeste,,1,80000
10,oeste,,,5000
11,oeste,,145,6000
12,oeste,4,331,14000
13,oeste,4,190,9000
14,oeste,2,150,2500
15,oeste,4,560,40000
16,oeste,2,100,5500
17,oeste,4,367,20000
18,oeste,,74,6000
19,oeste,5,180,8490
20,oeste,,1413,98000
21,oeste,,500,18000
22,oeste,2,245,8900
23,oeste,3,350,7800
24,oeste,4,451,13000
25,oeste,5,190,4500
26,oeste,,40,1600
27,oeste,1,50,1000
28,oeste,1,30,1400
29,oeste,3,183,6800
30,oeste,3,160,2000
31,oeste,2,65,2200
32,oeste,1,40,1500
33,oeste,2,125,3000
34,oeste,,700,13000
35,oeste,6,320,4000
36,oeste,2,210,2800
37,oeste,3,100,6000
38,oeste,3,140,4000
39,oeste,3,200,1900
40,oeste,2,65,1400
41,oeste,1,35,800
42,oeste,3,190,1800
43,oeste,3,300,15000
44,oeste,2,100,1700
45,oeste,3,250,2900
46,oeste,3,300,16000
47,oeste,12,350,13000
0,oeste,,,6500
1,oeste,,,6500
2,oeste,2,90,4000
3,oeste,,262,8000
4,oeste,4,380,10000
5,oeste,,608,12000
6,oeste,1,45,1350
7,oeste,1,45,1350
8,oeste,,300,11000
9,oeste,1,200,24700
10,oeste,,188,8000
11,oeste,2,50,1100
12,oeste,,88,4000
13,oeste,2,130,2200
14,oeste,4,330,16000
15,oeste,3,231,480000
16,oeste,3,340,12000
17,oeste,3,100,6500
18,oeste,6,360,13200
19,oeste,,300,22000
20,oeste,4,630,18000
21,oeste,2,380,6000
22,oeste,,300,22000
23,oeste,,134,14000
24,oeste,,300,15000
25,oeste,,186,8000
26,oeste,3,300,2900
27,oeste,2,90,1700
28,oeste,4,450,16000
29,oeste,2,100,2000
30,oeste,4,200,3500
31,oeste,,,900
32,oeste,8,250,8000
33,oeste,1,40,750
34,oeste,3,200,2900
35,oeste,2,90,2000
36,oeste,2,78,1600
37,oeste,2,140,1700
38,oeste,,250,8000
39,oeste,,300,10000
40,oeste,4,154,3500
41,oeste,3,110,3000
42,oeste,4,200,3500
43,oeste,5,1100,6000
44,oeste,3,130,2300
45,oeste,3,89,3000
46,oeste,4,120,3000
47,oeste,2,120,2100
0,oeste,3,296,1200000
1,oeste,4,400,4700
2,oeste,2,126,3500
3,oeste,3,160,7000
4,oeste,1,30,700
5,oeste,1,47,800
6,oeste,3,89,3000
7,oeste,,230,7500
8,oeste,5,170,8500
9,oeste,4,170,3700
10,oeste,5,750,40000
11,oeste,2,150,4950
12,oeste,3,451,5300
13,oeste,,230,7500
14,oeste,3,400,7000
15,oeste,3,164,2800
16,oeste,4,450,8500
17,oeste,4,450,6500
18,oeste,4,450,9500
19,oeste,3,900,15000
20,oeste,5,450,9000
21,oeste,3,105,4000
22,oeste,3,274,7500
23,oeste,5,650,20000
24,oeste,4,1643,30000
25,oeste,4,450,6000
26,oeste,1,600,10000
27,oeste,3,350,6500
28,oeste,,100,2500
29,oeste,3,130,2200
30,oeste,3,150,2800
31,oeste,2,56,1400
32,oeste,1,36,1275
33,oeste,2,110,1840
34,oeste,3,192,6000
35,oeste,3,220,6900
36,oeste,4,240,4000
37,oeste,4,450,9500
38,oeste,5,697,10000
39,oeste,01,50,1200
40,oeste,,,3000
41,oeste,2,125,2300
42,oeste,4,400,7500
43,oeste,5,450,5000
44,oeste,3,670,25000
45,oeste,1,40,900
46,oeste,,240,7500
47,oeste,,385,12000
0,oeste,,75,6000
1,oeste,4,220,6500
2,oeste,3,100,3500
3,oeste,1,60,1300
4,oeste,3,140,2700
5,oeste,2,121,3000
6,oeste,4,300,8000
7,oeste,3,100,4500
8,oeste,3,225,4000
9,oeste,3,125,2500
10,oeste,3,140,3500
11,oeste,4,297,15500
12,oeste,2,70,3500
13,oeste,,133,7350
14,oeste,2,80,2300
15,oeste,4,150,2500
16,oeste,4,641,9000
17,oeste,3,70,3000
18,oeste,3,100,2000
19,oeste,4,220,3500
20,oeste,3,150,3500
21,oeste,2,90,4000
22,oeste,7,500,25000
23,oeste,3,140,2500
24,oeste,,40,1600
25,oeste,2,100,2650
26,oeste,5,594,12000
27,oeste,3,180,2750
28,oeste,3,126,4500
29,oeste,4,599,40000
30,oeste,2,120,2800
31,oeste,4,450,6000
32,oeste,,1000,10000
33,oeste,1,40,1500
34,oeste,2,80,2200
35,oeste,4,350,6000
36,oeste,3,150,6500
37,oeste,1,20,500
38,oeste,1,49,850
39,oeste,5,160,4600
40,oeste,2,60,1600
41,oeste,,276,9000
42,oeste,4,269,8000
43,oeste,1,35,780
44,oeste,2,50,1500
45,oeste,3,80,2500
46,oeste,2,90,1800
47,oeste,3,270,8000
0,oeste,2,120,2500
1,oeste,3,260,1800
2,oeste,3,150,3000
3,oeste,2,112,3000
4,oeste,2,80,1700
5,oeste,3,250,4500
6,oeste,4,470,14999
7,oeste,2,433,30000
8,oeste,3,123,1800
9,oeste,1,30,950
10,oeste,3,140,2800
11,oeste,3,238,3500
12,oeste,4,150,3600
13,oeste,3,115,2600
14,oeste,02,150,2200
15,oeste,02,100,2150
16,oeste,9,214,8000
17,oeste,2,100,2000
18,oeste,2,100,3000
19,oeste,3,250,2500
20,oeste,,100,2000
21,oeste,3,230,7000
22,oeste,4,220,5000
23,oeste,1,40,900
24,oeste,3,110,2900
25,oeste,2,60,1800
26,oeste,,500,19000
27,oeste,,466,20000
28,oeste,,262,7000
29,oeste,2,120,2100
30,oeste,2,70,2100
31,oeste,2,100,2000
32,oeste,2,100,2500
33,oeste,1,60,1100
34,oeste,5,300,4000
35,oeste,3,140,3000
36,oeste,2,150,7500
37,oeste,4,280,5000
38,oeste,3,450,5000
39,oeste,3,413,9000
40,oeste,,300,20500
41,oeste,,556,55000
42,oeste,10,556,40000
43,oeste,1,40,750
44,oeste,2,65,1200
45,oeste,3,150,5500
46,oeste,1,270,9000
47,oeste,5,320,8000
